judge_model,arm,candidate_model,question_number,question_type,judge_recommended,status,faithfulness,completeness,correctness,judge_total,hallucinated_company,needs_human_review,notes,raw_judge_response,prompt_eval_count,eval_count
gpt-oss:120b,direct_context,mistral-small3.2:24b,28,list_or_lookup,False,ok,0,0,0,0,False,False,The answer lists companies that do not meet the employment (<200) or role (Thermal Management/Power Electronics) criteria and omits several valid companies.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that do not meet the employment (<200) or role (Thermal Management/Power Electronics) criteria and omits several valid companies.""
}",34435,858
gpt-oss:120b,direct_context,mistral-small3.2:24b,29,list_or_lookup,False,ok,1,1,1,3,False,False,"Most listed companies exist, but row 180 is mis‑categorized and many OEM Footprint/Supply Chain firms are omitted.","{
  ""faithfulness"": 1,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Most listed companies exist, but row 180 is mis‑categorized and many OEM Footprint/Supply Chain firms are omitted.""
}",34737,1588
gpt-oss:120b,direct_context,mistral-small3.2:24b,30,aggregation_ranking_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly claims no data, while the knowledge base contains several large employers that supply general automotive parts and have EV-relevant components.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims no data, while the knowledge base contains several large employers that supply general automotive parts and have EV-relevant components.""
}",34339,896
gpt-oss:120b,direct_context,mistral-small3.2:24b,31,list_or_lookup,False,ok,0,0,0,0,True,False,"All listed companies are either not Tier 2/3, do not produce lightweight aluminum or composites, or are misidentified; the answer is unsupported by the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""All listed companies are either not Tier 2/3, do not produce lightweight aluminum or composites, or are misidentified; the answer is unsupported by the knowledge base.""
}",34561,668
gpt-oss:120b,direct_context,mistral-small3.2:24b,32,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer incorrectly states no matches, missing at least GSC Steel Stamping LLC which mentions DC-to-DC in its product description.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no matches, missing at least GSC Steel Stamping LLC which mentions DC-to-DC in its product description.""
}",34352,587
gpt-oss:120b,direct_context,mistral-small3.2:24b,33,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly states no companies match, while the knowledge base contains several firms with >1,000 employees and EV/Battery Relevant marked as 'Indirect'.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no companies match, while the knowledge base contains several firms with >1,000 employees and EV/Battery Relevant marked as 'Indirect'.""
}",34354,2817
gpt-oss:120b,direct_context,mistral-small3.2:24b,34,aggregation_ranking,False,ok,0,0,0,0,False,False,"The answer lists companies that are not in the EV thermal management role and omits the actual top employers (e.g., ZF Gainesville LLC, Novelis Inc., Freudenberg‑NOK, Peerless‑Winsmith).","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that are not in the EV thermal management role and omits the actual top employers (e.g., ZF Gainesville LLC, Novelis Inc., Freudenberg‑NOK, Peerless‑Winsmith).""
}",34425,1132
gpt-oss:120b,direct_context,mistral-small3.2:24b,35,list_multi_filter,False,ok,0,0,0,0,False,False,The answer lists companies not linked to thermal roles and omits several valid thermal‑related firms from the knowledge base.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies not linked to thermal roles and omits several valid thermal‑related firms from the knowledge base.""
}",34486,625
gpt-oss:120b,direct_context,mistral-small3.2:24b,36,list_or_lookup,False,ok,0,0,0,0,False,False,"Answer lists only 10 companies, omits many Tier 1/2 firms with General Automotive role and incorrectly includes Kia Georgia Inc. (an OEM, not Tier 1/2), so it is neither faithful nor complete or correct.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists only 10 companies, omits many Tier 1/2 firms with General Automotive role and incorrectly includes Kia Georgia Inc. (an OEM, not Tier 1/2), so it is neither faithful nor complete or correct.""
}",34652,2639
gpt-oss:120b,direct_context,mistral-small3.2:24b,37,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer misidentifies thermal management suppliers, omits several relevant companies, and provides incorrect counts and employment totals.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer misidentifies thermal management suppliers, omits several relevant companies, and provides incorrect counts and employment totals.""
}",34462,811
gpt-oss:120b,direct_context,mistral-small3.2:24b,38,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly states no relevant companies exist, despite entries like F&P Georgia Manufacturing that recycle lithium‑ion batteries.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no relevant companies exist, despite entries like F&P Georgia Manufacturing that recycle lithium‑ion batteries.""
}",34337,442
gpt-oss:120b,direct_context,mistral-small3.2:24b,39,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly states no supplier fits, ignoring Racemark International LLC which has an R&D facility.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no supplier fits, ignoring Racemark International LLC which has an R&D facility.""
}",34336,319
gpt-oss:120b,direct_context,mistral-small3.2:24b,40,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,The answer lists OEMs and mischaracterizes them as dual‑platform suppliers; the claims are not supported by the knowledge base.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists OEMs and mischaracterizes them as dual‑platform suppliers; the claims are not supported by the knowledge base.""
}",34608,832
gpt-oss:120b,direct_context,mistral-small3.2:24b,41,lookup,False,ok,0,0,0,0,False,False,"The answer lists companies that are not chemical manufacturers and provides no evidence of chemical manufacturing infrastructure, failing to address the question.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that are not chemical manufacturers and provides no evidence of chemical manufacturing infrastructure, failing to address the question.""
}",34479,528
gpt-oss:120b,direct_context,mistral-small3.2:24b,42,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly states no R&D facilities exist, ignoring row_id 150 (R&D in Gray, Jones County).","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no R&D facilities exist, ignoring row_id 150 (R&D in Gray, Jones County).""
}",34339,324
gpt-oss:120b,direct_context,qwen3.6:35b-a3b,1,list_multi_filter,False,ok,2,2,2,6,False,False,Answer correctly lists all Tier 1/2 suppliers with accurate roles and products.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Tier 1/2 suppliers with accurate roles and products.""
}",34822,2033
gpt-oss:120b,direct_context,qwen3:30b,1,list_multi_filter,False,ok,1,1,1,3,False,False,"The answer lists some Tier 1/2 suppliers correctly but omits several (e.g., Inalfa Roof Systems, Jefferson Southern Corp., Hyundai Transys Seating Systems) and misstates the total count.","{
  ""faithfulness"": 1,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists some Tier 1/2 suppliers correctly but omits several (e.g., Inalfa Roof Systems, Jefferson Southern Corp., Hyundai Transys Seating Systems) and misstates the total count.""
}",34720,1618
gpt-oss:120b,direct_context,qwen3:30b,2,list_or_lookup,False,ok,0,1,1,2,True,False,"Answer omits two valid Battery Cell/Pack companies and misspells Hitashi Astemo, leading to inaccurate count and a hallucinated name.","{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits two valid Battery Cell/Pack companies and misspells Hitashi Astemo, leading to inaccurate count and a hallucinated name.""
}",34439,1290
gpt-oss:120b,direct_context,qwen3:30b,3,list_multi_filter,False,ok,0,1,1,2,False,False,"Answer omits Novelis Inc., a Thermal Management supplier, and incorrectly claims only three such suppliers exist.","{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits Novelis Inc., a Thermal Management supplier, and incorrectly claims only three such suppliers exist.""
}",34478,974
gpt-oss:120b,direct_context,qwen3:30b,4,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer omits Morgan Corp., which has EV Supply Chain Role 'Charging Infrastructure', and incorrectly states only one matching company.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits Morgan Corp., which has EV Supply Chain Role 'Charging Infrastructure', and incorrectly states only one matching company.""
}",34427,1465
gpt-oss:120b,direct_context,qwen3:30b,5,list_multi_filter,False,ok,1,1,1,3,False,False,"The answer omits Kia Georgia Inc., a Direct Manufacturer, and incorrectly claims no other such companies exist.","{
  ""faithfulness"": 1,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits Kia Georgia Inc., a Direct Manufacturer, and incorrectly claims no other such companies exist.""
}",34530,778
gpt-oss:120b,direct_context,qwen3:30b,6,list_or_lookup,False,ok,2,2,2,6,False,False,"Answer correctly lists the only location (Atlanta, Fulton County) and its facility type (Manufacturing Plant) as per all matching records.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists the only location (Atlanta, Fulton County) and its facility type (Manufacturing Plant) as per all matching records.""
}",34467,340
gpt-oss:120b,direct_context,qwen3:30b,7,aggregation_ranking,False,ok,0,0,0,0,False,False,"The answer incorrectly identifies Arising Industries Inc. as the highest‑employment company in Gwinnett County, ignoring higher‑employment firms such as WIKA USA (250,000 employees).","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly identifies Arising Industries Inc. as the highest‑employment company in Gwinnett County, ignoring higher‑employment firms such as WIKA USA (250,000 employees).""
}",34384,825
gpt-oss:120b,direct_context,qwen3:30b,8,aggregation_ranking,False,ok,1,1,1,3,False,False,"County answer (Troup) is correct, but the reported total employment and evidence are incomplete and underestimate the true Tier 1 employment in that county.","{
  ""faithfulness"": 1,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""County answer (Troup) is correct, but the reported total employment and evidence are incomplete and underestimate the true Tier 1 employment in that county.""
}",34551,8454
gpt-oss:120b,direct_context,qwen3:30b,9,aggregation_ranking,False,ok,0,2,1,3,False,False,County is correct but the summed employment figure is inaccurate and includes unsupported employment values.,"{
  ""faithfulness"": 0,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""County is correct but the summed employment figure is inaccurate and includes unsupported employment values.""
}",34586,1517
gpt-oss:120b,direct_context,qwen3:30b,10,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer misses several vehicle assembly facilities, misassigns row IDs, and provides incorrect counts.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer misses several vehicle assembly facilities, misassigns row IDs, and provides incorrect counts.""
}",34521,787
gpt-oss:120b,direct_context,qwen3:30b,11,list_or_lookup,False,ok,1,2,2,5,False,False,"Products/services match KB rows, but claim of three distinct sites is not explicitly supported.","{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Products/services match KB rows, but claim of three distinct sites is not explicitly supported.""
}",34456,613
gpt-oss:120b,direct_context,qwen3:30b,12,list_multi_filter,False,ok,2,2,2,6,False,False,"The answer correctly lists all Tier 2/3 Georgia companies with EV/Battery relevance marked “Yes” and provides their roles, matching the knowledge base.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly lists all Tier 2/3 Georgia companies with EV/Battery relevance marked “Yes” and provides their roles, matching the knowledge base.""
}",34531,1585
gpt-oss:120b,direct_context,qwen3:30b,13,list_or_lookup,False,ok,0,0,0,0,False,False,"Answer omits several Rivian-linked suppliers (e.g., Duckyang, GSC Steel Stamping LLC) and incorrectly states there are only three.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits several Rivian-linked suppliers (e.g., Duckyang, GSC Steel Stamping LLC) and incorrectly states there are only three.""
}",34545,761
gpt-oss:120b,direct_context,qwen3:30b,14,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer omits relevant companies (e.g., Solvay Specialty Polymers, Enchem America) and incorrectly states Primary OEMs are null when the KB lists 'Multiple OEMs'.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits relevant companies (e.g., Solvay Specialty Polymers, Enchem America) and incorrectly states Primary OEMs are null when the KB lists 'Multiple OEMs'.""
}",34449,682
gpt-oss:120b,direct_context,qwen3:30b,15,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,"Answer correctly reports no Tier 2/3 companies in the Electronic and Other Electrical Equipment industry group, matching the knowledge base.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly reports no Tier 2/3 companies in the Electronic and Other Electrical Equipment industry group, matching the knowledge base.""
}",34485,849
gpt-oss:120b,direct_context,qwen3:30b,16,list_multi_filter_judge_recommended,True,ok,2,2,2,6,False,False,Answer correctly identifies Duckyang as the only GA company manufacturing electrodeposited copper foil for EVs.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly identifies Duckyang as the only GA company manufacturing electrodeposited copper foil for EVs.""
}",34470,486
gpt-oss:120b,direct_context,qwen3:30b,17,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly states no Tier 1/2 Georgia companies match the engineered plastics/composites criteria.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly states no Tier 1/2 Georgia companies match the engineered plastics/composites criteria.""
}",34496,1197
gpt-oss:120b,direct_context,qwen3:30b,18,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer omits several GA companies that mention capacitors or power electronics (e.g., Hyundai Mobis Georgia, Yazaki North America) and incorrectly claims only two exist.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits several GA companies that mention capacitors or power electronics (e.g., Hyundai Mobis Georgia, Yazaki North America) and incorrectly claims only two exist.""
}",34527,953
gpt-oss:120b,direct_context,qwen3:30b,19,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists the only Georgia company with powder coating products (Archer Aviation Inc.) and its tier.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists the only Georgia company with powder coating products (Archer Aviation Inc.) and its tier.""
}",34433,379
gpt-oss:120b,direct_context,qwen3:30b,20,list_or_lookup,False,ok,1,1,1,3,False,False,"Answer omits Honda Development & Manufacturing (Battery Cell, Tier 1/2) and incorrectly states there are only five companies.","{
  ""faithfulness"": 1,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits Honda Development & Manufacturing (Battery Cell, Tier 1/2) and incorrectly states there are only five companies.""
}",34570,2071
gpt-oss:120b,direct_context,qwen3:30b,21,list_multi_filter,False,ok,2,2,2,6,False,False,"Answer correctly lists all Tier 2/3 Georgia suppliers with >300 employees, General Automotive role, and EV-relevant (Indirect) components.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Tier 2/3 Georgia suppliers with >300 employees, General Automotive role, and EV-relevant (Indirect) components.""
}",34516,1951
gpt-oss:120b,direct_context,qwen3:30b,22,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists all Tier 2/3 Georgia companies in the Chemicals and Allied Products group with their products.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Tier 2/3 Georgia companies in the Chemicals and Allied Products group with their products.""
}",34444,488
gpt-oss:120b,direct_context,qwen3:30b,23,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,The answer lists only a subset of unique EV supply chain roles and gives an incorrect total count.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists only a subset of unique EV supply chain roles and gives an incorrect total count.""
}",34669,2199
gpt-oss:120b,direct_context,qwen3:30b,24,list_or_lookup_judge_recommended,True,ok,2,1,1,4,False,False,"The answer correctly lists three sole‑sourced Battery Cell/Pack suppliers, but omits other qualifying companies such as F&P Georgia Manufacturing, Honda Development & Manufacturing, and Hyundai Motor Group.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly lists three sole‑sourced Battery Cell/Pack suppliers, but omits other qualifying companies such as F&P Georgia Manufacturing, Honda Development & Manufacturing, and Hyundai Motor Group.""
}",34453,956
gpt-oss:120b,direct_context,qwen3:30b,25,count_judge_recommended,True,ok,0,0,0,0,False,False,"The answer includes companies not linked to Hyundai (rows 194, 195) and omits valid Hyundai‑related suppliers while mischaracterizing the supplier set.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer includes companies not linked to Hyundai (rows 194, 195) and omits valid Hyundai‑related suppliers while mischaracterizing the supplier set.""
}",34562,2636
gpt-oss:120b,direct_context,qwen3:30b,26,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists all Tier 2/3 Georgia suppliers with EV relevance 'Yes' and General Automotive role.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Tier 2/3 Georgia suppliers with EV relevance 'Yes' and General Automotive role.""
}",34377,1415
gpt-oss:120b,direct_context,qwen3:30b,27,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer incorrectly limits to Tier 1/2 category only and omits many Tier 1 suppliers with Multiple OEMs, making the count and list inaccurate.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly limits to Tier 1/2 category only and omits many Tier 1 suppliers with Multiple OEMs, making the count and list inaccurate.""
}",34553,1091
gpt-oss:120b,direct_context,qwen3:30b,28,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists all Georgia companies with Thermal Management or Power Electronics roles having fewer than 200 employees and notes none for Power Electronics.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Georgia companies with Thermal Management or Power Electronics roles having fewer than 200 employees and notes none for Power Electronics.""
}",34491,673
gpt-oss:120b,direct_context,qwen3:30b,29,list_or_lookup,False,ok,2,1,1,4,False,False,"The answer lists only a subset of the OEM Footprint and OEM Supply Chain companies (missing rows 181‑185) and counts duplicate ZF entries, making it incomplete and partially correct.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists only a subset of the OEM Footprint and OEM Supply Chain companies (missing rows 181‑185) and counts duplicate ZF entries, making it incomplete and partially correct.""
}",34658,1078
gpt-oss:120b,direct_context,qwen3:30b,30,aggregation_ranking_judge_recommended,True,ok,2,2,2,6,False,False,"Answer correctly identifies the only three companies meeting both General Automotive role and EV-specific relevance, with accurate employment figures.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly identifies the only three companies meeting both General Automotive role and EV-specific relevance, with accurate employment figures.""
}",34544,1483
gpt-oss:120b,direct_context,qwen3:30b,31,list_or_lookup,False,ok,2,2,2,6,False,False,The answer correctly lists all Tier 2/3 Georgia suppliers that produce lightweight aluminum or composite materials and are EV‑relevant (directly or indirectly) according to the knowledge base.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly lists all Tier 2/3 Georgia suppliers that produce lightweight aluminum or composite materials and are EV‑relevant (directly or indirectly) according to the knowledge base.""
}",34544,1455
gpt-oss:120b,direct_context,qwen3:30b,32,list_or_lookup,False,ok,2,2,2,6,False,False,The answer correctly lists the only Georgia company whose product description contains one of the target keywords (DC-to-DC).,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly lists the only Georgia company whose product description contains one of the target keywords (DC-to-DC).""
}",34460,2385
gpt-oss:120b,direct_context,qwen3:30b,33,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,"Answer correctly lists all Georgia companies with >1,000 employees classified as Indirectly Relevant.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Georgia companies with >1,000 employees classified as Indirectly Relevant.""
}",34481,2692
gpt-oss:120b,direct_context,qwen3:30b,34,aggregation_ranking,False,ok,0,0,0,0,False,False,"The answer provides incorrect employment numbers (e.g., ZF) and omits the correct top companies such as Peerless-Winsmith, making it unsupported by the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer provides incorrect employment numbers (e.g., ZF) and omits the correct top companies such as Peerless-Winsmith, making it unsupported by the knowledge base.""
}",34566,961
gpt-oss:120b,direct_context,qwen3:30b,35,list_multi_filter,False,ok,2,1,1,4,False,False,"Answer omits Novelis Inc., which also has a Thermal Management role.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits Novelis Inc., which also has a Thermal Management role.""
}",34519,1008
gpt-oss:120b,direct_context,qwen3:30b,36,list_or_lookup,False,ok,0,1,1,2,False,False,"The answer lists only six Tier 1/2 companies and claims that is the total, but the knowledge base contains nine such companies with EV Supply Chain Role = General Automotive.","{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists only six Tier 1/2 companies and claims that is the total, but the knowledge base contains nine such companies with EV Supply Chain Role = General Automotive.""
}",34417,1722
gpt-oss:120b,direct_context,qwen3:30b,37,list_or_lookup,False,ok,0,1,1,2,False,False,"Answer omits row_id 129 (Novelis Inc.) which also has Thermal Management role, making count and employment totals incorrect.","{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits row_id 129 (Novelis Inc.) which also has Thermal Management role, making count and employment totals incorrect.""
}",34432,739
gpt-oss:120b,direct_context,qwen3:30b,38,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,"The answer correctly identifies F&P Georgia Manufacturing as the sole Georgia company explicitly involved in lithium‑ion battery recycling, matching the knowledge base.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly identifies F&P Georgia Manufacturing as the sole Georgia company explicitly involved in lithium‑ion battery recycling, matching the knowledge base.""
}",34485,1874
gpt-oss:120b,direct_context,qwen3:30b,39,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,Answer correctly identifies Racemark International LLC as the only Georgia supplier with an R&D facility type.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly identifies Racemark International LLC as the only Georgia supplier with an R&D facility type.""
}",34394,333
gpt-oss:120b,direct_context,qwen3:30b,40,list_or_lookup_judge_recommended,True,ok,2,1,1,4,False,False,Answer lists three valid dual‑platform suppliers but omits other qualifying companies such as Duckyang and GSC Steel Stamping LLC.,"{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists three valid dual‑platform suppliers but omits other qualifying companies such as Duckyang and GSC Steel Stamping LLC.""
}",34504,672
gpt-oss:120b,direct_context,qwen3:30b,41,lookup,False,ok,0,0,0,0,False,False,"The answer lists many counties with companies that are not chemical manufacturers, providing unsupported claims and missing true chemical manufacturing entries.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many counties with companies that are not chemical manufacturers, providing unsupported claims and missing true chemical manufacturing entries.""
}",34711,1011
