arm,model_name,question_number,claimed_company,cited_row_id,kb_company_at_row_id,status,match_type
direct_context,gemma3:27b,42,Minebea AccessSolutions USA Inc,116,Minebea AccessSolutions USA Inc.,match,exact
direct_context,gemma3:27b,42,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,gemma3:27b,42,Suzuki Manufacturing of America Corp,171,Superior Essex Inc.,mismatch,
direct_context,gemma3:27b,42,Yamaha Motor Manufacturing Corp,200,Yamaha Motor Manufacturing Corp.,match,exact
direct_context,mistral-small3.2:24b,1,Hitachi Astemo,75,Hitachi Astemo,match,exact
direct_context,mistral-small3.2:24b,1,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,mistral-small3.2:24b,1,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,mistral-small3.2:24b,1,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,mistral-small3.2:24b,1,Hwashin,79,Hwashin,match,exact
direct_context,mistral-small3.2:24b,1,Hyundai & LG Energy Solution (LGES),80,Hyundai & LG Energy Solution (LGES),match,exact
direct_context,mistral-small3.2:24b,1,Hyundai Motor Group,83,Hyundai Motor Group,match,exact
direct_context,mistral-small3.2:24b,1,Hyundai Transys Georgia Powertrain,84,Hyundai Transys Georgia Powertrain,match,exact
direct_context,mistral-small3.2:24b,1,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,1,Jefferson Southern Corporation,103,Decostar Industries,mismatch,
direct_context,mistral-small3.2:24b,2,F&P Georgia Manufacturing,73,GEDIA Georgia LLC,mismatch,
direct_context,mistral-small3.2:24b,2,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,mistral-small3.2:24b,2,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,mistral-small3.2:24b,2,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,mistral-small3.2:24b,2,Hyundai Motor Group,83,Hyundai Motor Group,match,exact
direct_context,mistral-small3.2:24b,2,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,3,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,3,Hitachi Astemo,75,Hitachi Astemo,match,exact
direct_context,mistral-small3.2:24b,3,Hyundai Transys Georgia,130,Hyundai Transys Georgia Seating Systems,mismatch,
direct_context,mistral-small3.2:24b,4,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,4,Morgan Corp,119,Morgan Corp.,match,exact
direct_context,mistral-small3.2:24b,5,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,5,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,mistral-small3.2:24b,5,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,mistral-small3.2:24b,5,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,mistral-small3.2:24b,5,TDK Components USA Inc,174,TDK Components USA Inc.,match,exact
direct_context,mistral-small3.2:24b,5,TE Connectivity,175,TE Connectivity,match,exact
direct_context,mistral-small3.2:24b,5,Teklas USA,176,Teklas USA,match,exact
direct_context,mistral-small3.2:24b,5,Textron Specialized Vehicles,177,Textron Specialized Vehicles,match,exact
direct_context,mistral-small3.2:24b,5,Thermal Ceramics Inc,178,Thermal Ceramics Inc.,match,exact
direct_context,mistral-small3.2:24b,5,Thomson Plastics Inc,179,Thomson Plastics Inc.,match,exact
direct_context,mistral-small3.2:24b,6,Novelis Inc,64,Novelis Inc.,match,exact
direct_context,mistral-small3.2:24b,6,Novelis Inc,128,Novelis Inc.,match,exact
direct_context,mistral-small3.2:24b,7,Lehigh Technologies Inc,101,Lehigh Technologies Inc.,match,exact
direct_context,mistral-small3.2:24b,8,Hitachi Astemo,75,Hitachi Astemo,match,exact
direct_context,mistral-small3.2:24b,8,KTX America Corporation,96,KTX America Corporation,match,exact
direct_context,mistral-small3.2:24b,8,Kumho Tire USA Inc,97,Kumho Tire USA Inc.,match,exact
direct_context,mistral-small3.2:24b,8,Kyungshin America Corp,98,Kyungshin America Corp.,match,exact
direct_context,mistral-small3.2:24b,8,Rivian Automotive,152,Rivian Automotive,match,exact
direct_context,mistral-small3.2:24b,9,Hanon Systems USA LLC,72,Hanon Systems USA LLC,match,exact
direct_context,mistral-small3.2:24b,9,Hyundai Motor Group,83,Hyundai Motor Group,match,exact
direct_context,mistral-small3.2:24b,9,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,9,KTX America Corporation,96,KTX America Corporation,match,exact
direct_context,mistral-small3.2:24b,9,Kyungshin America Corp,98,Kyungshin America Corp.,match,exact
direct_context,mistral-small3.2:24b,9,NIFCO KTW America Corp,123,NIFCO KTW America Corp.,match,exact
direct_context,mistral-small3.2:24b,9,Seohan Auto USA,156,Seohan Auto USA,match,exact
direct_context,mistral-small3.2:24b,9,Seoyon E-HWA,157,Seoyon E-HWA,match,exact
direct_context,mistral-small3.2:24b,9,Seoyon E-Hwa Interior Systems,158,Seoyon E-Hwa Interior Systems,match,exact
direct_context,mistral-small3.2:24b,9,SK Battery America,163,SK Battery America,match,exact
direct_context,mistral-small3.2:24b,10,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,10,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,mistral-small3.2:24b,10,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,mistral-small3.2:24b,10,TDK Components USA Inc,174,TDK Components USA Inc.,match,exact
direct_context,mistral-small3.2:24b,10,TE Connectivity,175,TE Connectivity,match,exact
direct_context,mistral-small3.2:24b,10,Teklas USA,176,Teklas USA,match,exact
direct_context,mistral-small3.2:24b,10,Textron Specialized Vehicles,177,Textron Specialized Vehicles,match,exact
direct_context,mistral-small3.2:24b,10,Thermal Ceramics Inc,178,Thermal Ceramics Inc.,match,exact
direct_context,mistral-small3.2:24b,10,Thomson Plastics Inc,179,Thomson Plastics Inc.,match,exact
direct_context,mistral-small3.2:24b,11,Sewon America Inc,148,Sewon America Inc.,match,exact
direct_context,mistral-small3.2:24b,11,Sewon America Inc,150,Racemark International LLC,mismatch,
direct_context,mistral-small3.2:24b,11,Sewon America Inc,161,Sewon America Inc.,match,exact
direct_context,mistral-small3.2:24b,12,Duckyang,35,Duckyang,match,exact
direct_context,mistral-small3.2:24b,12,Elan Technology Inc,48,Elan Technology Inc.,match,exact
direct_context,mistral-small3.2:24b,12,Enchem America Inc,51,Enchem America Inc.,match,exact
direct_context,mistral-small3.2:24b,12,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,12,Denso Manufacturing Georgia,70,Denso Manufacturing Georgia,match,exact
direct_context,mistral-small3.2:24b,12,Haering Precision USA LP,71,Haering Precision USA LP,match,exact
direct_context,mistral-small3.2:24b,12,Global Powertrain Systems LLC,74,Global Powertrain Systems LLC,match,exact
direct_context,mistral-small3.2:24b,12,Hyundai Industrial Co,80,Hyundai & LG Energy Solution (LGES),mismatch,
direct_context,mistral-small3.2:24b,12,SK Battery America,163,SK Battery America,match,exact
direct_context,mistral-small3.2:24b,13,Rivian Automotive,152,Rivian Automotive,match,exact
direct_context,mistral-small3.2:24b,14,WIKA USA,196,WIKA USA,match,exact
direct_context,mistral-small3.2:24b,14,Woodbridge Foam Corp,197,Woodbridge Foam Corp.,match,exact
direct_context,mistral-small3.2:24b,18,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,18,Hitachi Astemo (Georgia),75,Hitachi Astemo,match,alias
direct_context,mistral-small3.2:24b,18,Hyundai Transys Georgia Powertrain,84,Hyundai Transys Georgia Powertrain,match,exact
direct_context,mistral-small3.2:24b,19,PPG Industries Inc,147,PPG Industries Inc.,match,exact
direct_context,mistral-small3.2:24b,19,Stryten Energy,168,Stryten Energy,match,exact
direct_context,mistral-small3.2:24b,20,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,mistral-small3.2:24b,20,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,mistral-small3.2:24b,20,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,mistral-small3.2:24b,20,Hyundai Motor Group,83,Hyundai Motor Group,match,exact
direct_context,mistral-small3.2:24b,20,F&P Georgia Manufacturing,105,Lyle Industries Inc.,mismatch,
direct_context,mistral-small3.2:24b,20,ZF Gainesville LLC,204,ZF Gainesville LLC,match,exact
direct_context,mistral-small3.2:24b,21,JTEKT North America Corp,1,JTEKT North America Corp.,match,exact
direct_context,mistral-small3.2:24b,21,Kautex Inc,2,Kautex Inc.,match,exact
direct_context,mistral-small3.2:24b,21,Grudem,3,Grudem,match,exact
direct_context,mistral-small3.2:24b,21,Flambeau Inc,4,Flambeau Inc.,match,exact
direct_context,mistral-small3.2:24b,21,Arising Industries Inc,5,Arising Industries Inc.,match,exact
direct_context,mistral-small3.2:24b,21,Dinex Emissions Inc,6,Dinex Emissions Inc.,match,exact
direct_context,mistral-small3.2:24b,21,ACM Georgia LLC,7,ACM Georgia LLC,match,exact
direct_context,mistral-small3.2:24b,21,Lark United Manufacturing Inc,8,Lark United Manufacturing Inc.,match,exact
direct_context,mistral-small3.2:24b,21,FOX Factory,9,FOX Factory,match,exact
direct_context,mistral-small3.2:24b,21,Fouts Brothers Fire Equipment,10,Fouts Brothers Fire Equipment,match,exact
direct_context,mistral-small3.2:24b,22,Enchem America Inc,51,Enchem America Inc.,match,exact
direct_context,mistral-small3.2:24b,22,Arising Industries Inc,111,Arising Industries Inc.,match,exact
direct_context,mistral-small3.2:24b,23,F&P Georgia Manufacturing,53,F&P Georgia Manufacturing,match,exact
direct_context,mistral-small3.2:24b,23,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,mistral-small3.2:24b,23,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,mistral-small3.2:24b,23,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,mistral-small3.2:24b,23,Hyundai Transys Georgia Seating Systems,104,Lund International Inc./Ventshade Division,mismatch,
direct_context,mistral-small3.2:24b,23,Novelis Inc,129,Novelis Inc.,match,exact
direct_context,mistral-small3.2:24b,23,Hyundai Transys Georgia Powertrain,130,Hyundai Transys Georgia Seating Systems,mismatch,
direct_context,mistral-small3.2:24b,23,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,mistral-small3.2:24b,23,Thermal Ceramics Inc,178,Thermal Ceramics Inc.,match,exact
direct_context,mistral-small3.2:24b,26,Flambeau Inc,104,Lund International Inc./Ventshade Division,mismatch,
direct_context,mistral-small3.2:24b,26,Down 2 Earth Trailers,21,Down 2 Earth Trailers,match,exact
direct_context,mistral-small3.2:24b,26,Boogook Industries,40,Mercedes-Benz USA LLC,mismatch,
direct_context,mistral-small3.2:24b,26,Erdrich USA Inc,48,Elan Technology Inc.,mismatch,
direct_context,mistral-small3.2:24b,26,EVCO Plastics,52,EVCO Plastics,match,exact
direct_context,mistral-small3.2:24b,26,Freudenberg-NOK,60,Freudenberg-NOK,match,exact
direct_context,mistral-small3.2:24b,26,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,26,Hanon Systems USA LLC,72,Hanon Systems USA LLC,match,exact
direct_context,mistral-small3.2:24b,26,GLOVIS Georgia LLC,82,GLOVIS Georgia LLC,match,exact
direct_context,mistral-small3.2:24b,26,Racemark International LLC,150,Racemark International LLC,match,exact
direct_context,mistral-small3.2:24b,27,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,mistral-small3.2:24b,27,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,mistral-small3.2:24b,27,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,mistral-small3.2:24b,27,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,27,KTX America Corporation,96,KTX America Corporation,match,exact
direct_context,mistral-small3.2:24b,27,Kumho Tire USA Inc,97,Kumho Tire USA Inc.,match,exact
direct_context,mistral-small3.2:24b,27,Kyungshin America Corp,98,Kyungshin America Corp.,match,exact
direct_context,mistral-small3.2:24b,27,Hyundai MOBIS (Georgia),99,Hyundai MOBIS (Georgia),match,exact
direct_context,mistral-small3.2:24b,27,Decostar Industries,103,Decostar Industries,match,exact
direct_context,mistral-small3.2:24b,27,Seoyon E-Hwa Interior Systems,157,Seoyon E-HWA,mismatch,
direct_context,mistral-small3.2:24b,28,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,28,Haering Precision USA LP,71,Haering Precision USA LP,match,exact
direct_context,mistral-small3.2:24b,29,TI Fluid Systems,180,TI Fluid Systems,match,exact
direct_context,mistral-small3.2:24b,29,Tie Down Engineering,182,Tie Down Engineering,match,exact
direct_context,mistral-small3.2:24b,29,TN Americas Holding Inc,183,TN Americas Holding Inc.,match,exact
direct_context,mistral-small3.2:24b,29,Toyota Industries Group (TACG-TICA),184,Toyota Industries Group (TACG-TICA),match,exact
direct_context,mistral-small3.2:24b,29,Trenton Pressing,185,Trenton Pressing,match,exact
direct_context,mistral-small3.2:24b,29,Trenton Pressing Inc,186,Trenton Pressing Inc.,match,exact
direct_context,mistral-small3.2:24b,29,Valeo,187,Valeo,match,exact
direct_context,mistral-small3.2:24b,29,Vanguard National Trailer Corp,188,Vanguard National Trailer Corp.,match,exact
direct_context,mistral-small3.2:24b,29,Vernay,189,Vernay,match,exact
direct_context,mistral-small3.2:24b,29,Vista Metals Corp,190,Vista Metals Corp.,match,exact
direct_context,mistral-small3.2:24b,29,Voestalpine Automotive Body Parts Inc,191,Voestalpine Automotive Body Parts Inc.,match,exact
direct_context,mistral-small3.2:24b,29,Volvo Cars USA,192,Volvo Cars USA,match,exact
direct_context,mistral-small3.2:24b,29,Volvo Group North America,193,Volvo Group North America,match,exact
direct_context,mistral-small3.2:24b,29,Wabash National Corp,194,Wabash National Corp.,match,exact
direct_context,mistral-small3.2:24b,29,Wheelabrator Group Inc,195,Wheelabrator Group Inc.,match,exact
direct_context,mistral-small3.2:24b,29,WIKA USA,196,WIKA USA,match,exact
direct_context,mistral-small3.2:24b,29,Woodbridge Foam Corp,197,Woodbridge Foam Corp.,match,exact
direct_context,mistral-small3.2:24b,29,Woory Industrial Co,198,Woory Industrial Co.,match,exact
direct_context,mistral-small3.2:24b,31,F&P Georgia Manufacturing,53,F&P Georgia Manufacturing,match,exact
direct_context,mistral-small3.2:24b,31,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,31,GEDIA Georgia LLC,73,GEDIA Georgia LLC,match,exact
direct_context,mistral-small3.2:24b,31,DAEHAN Solution Georgia LLC,104,Lund International Inc./Ventshade Division,mismatch,
direct_context,mistral-small3.2:24b,31,Novelis Inc,129,Novelis Inc.,match,exact
direct_context,mistral-small3.2:24b,34,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,34,Hanon Systems USA LLC,72,Hanon Systems USA LLC,match,exact
direct_context,mistral-small3.2:24b,34,Hyundai Transys Georgia Powertrain,84,Hyundai Transys Georgia Powertrain,match,exact
direct_context,mistral-small3.2:24b,34,Denkai America,160,Denkai America,match,exact
direct_context,mistral-small3.2:24b,35,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,35,Denso Manufacturing Georgia,70,Denso Manufacturing Georgia,match,exact
direct_context,mistral-small3.2:24b,35,Peerless-Winsmith Inc,139,Peerless-Winsmith Inc.,match,exact
direct_context,mistral-small3.2:24b,35,ZF Gainesville LLC,204,ZF Gainesville LLC,match,exact
direct_context,mistral-small3.2:24b,36,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,mistral-small3.2:24b,36,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,mistral-small3.2:24b,36,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,36,KTX America Corporation,96,KTX America Corporation,match,exact
direct_context,mistral-small3.2:24b,36,Kumho Tire USA Inc,97,Kumho Tire USA Inc.,match,exact
direct_context,mistral-small3.2:24b,36,Kyungshin America Corp,98,Kyungshin America Corp.,match,exact
direct_context,mistral-small3.2:24b,36,Hyundai MOBIS (Georgia),99,Hyundai MOBIS (Georgia),match,exact
direct_context,mistral-small3.2:24b,36,Jefferson Southern Corporation,103,Decostar Industries,mismatch,
direct_context,mistral-small3.2:24b,36,"Joon Georgia, Inc",104,Lund International Inc./Ventshade Division,mismatch,
direct_context,mistral-small3.2:24b,36,Nisshinbo Automotive Manufacturing,125,Nisshinbo Automotive Manufacturing Inc.,match,exact
direct_context,mistral-small3.2:24b,37,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,mistral-small3.2:24b,37,Hanon Systems USA LLC,72,Hanon Systems USA LLC,match,exact
direct_context,mistral-small3.2:24b,37,Freudenberg-NOK,148,Sewon America Inc.,mismatch,
direct_context,mistral-small3.2:24b,40,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,mistral-small3.2:24b,40,Hyundai Motor Group,83,Hyundai Motor Group,match,exact
direct_context,mistral-small3.2:24b,40,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,mistral-small3.2:24b,40,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,mistral-small3.2:24b,40,TI Fluid Systems,180,TI Fluid Systems,match,exact
direct_context,mistral-small3.2:24b,40,Volvo Cars USA,192,Volvo Cars USA,match,exact
direct_context,mistral-small3.2:24b,40,Volvo Group North America,193,Volvo Group North America,match,exact
direct_context,mistral-small3.2:24b,40,WIKA USA,196,WIKA USA,match,exact
direct_context,mistral-small3.2:24b,40,ZF Gainesville LLC,204,ZF Gainesville LLC,match,exact
direct_context,mistral-small3.2:24b,41,Ascend Elements,11,Ascend Elements,match,exact
direct_context,mistral-small3.2:24b,41,DAS Corp,34,DAS Corp.,match,exact
direct_context,mistral-small3.2:24b,41,Ecoplastic Corporation,50,Ecoplastic Corporation,match,exact
direct_context,mistral-small3.2:24b,41,HELLA Automotive Sales Inc,120,HELLA Automotive Sales Inc.,match,exact
direct_context,qwen3.6:35b-a3b,1,Fouts Brothers Fire Equipment,10,Fouts Brothers Fire Equipment,match,exact
direct_context,qwen3.6:35b-a3b,1,F&P Georgia Manufacturing,53,F&P Georgia Manufacturing,match,exact
direct_context,qwen3.6:35b-a3b,1,Hitachi Astemo,75,Hitachi Astemo,match,exact
direct_context,qwen3.6:35b-a3b,1,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,qwen3.6:35b-a3b,1,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,qwen3.6:35b-a3b,1,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,qwen3.6:35b-a3b,1,Hwashin,79,Hwashin,match,exact
direct_context,qwen3.6:35b-a3b,1,Hyundai & LG Energy Solution (LGES),80,Hyundai & LG Energy Solution (LGES),match,exact
direct_context,qwen3.6:35b-a3b,1,Hyundai Motor Group,83,Hyundai Motor Group,match,exact
direct_context,qwen3.6:35b-a3b,1,Hyundai Transys Georgia Powertrain,84,Hyundai Transys Georgia Powertrain,match,exact
direct_context,qwen3.6:35b-a3b,1,IMMI,86,IMMI,match,exact
direct_context,qwen3.6:35b-a3b,1,IMS Gear Georgia Inc,87,IMS Gear Georgia Inc.,match,exact
direct_context,qwen3.6:35b-a3b,1,JAC Products Inc,89,JAC Products Inc.,match,exact
direct_context,qwen3.6:35b-a3b,1,Hyundai Industrial Co,93,Hyundai Industrial Co.,match,exact
direct_context,qwen3.6:35b-a3b,1,Hyundai MOBIS (Georgia),99,Hyundai MOBIS (Georgia),match,exact
direct_context,qwen3.6:35b-a3b,1,Hyundai Transys Georgia Seating Systems,130,Hyundai Transys Georgia Seating Systems,match,exact
direct_context,qwen3.6:35b-a3b,1,Inalfa Roof Systems Inc,145,Inalfa Roof Systems Inc.,match,exact
direct_context,qwen3.6:35b-a3b,1,Jefferson Southern Corp,165,Jefferson Southern Corp.,match,exact
direct_context,qwen3.6:35b-a3b,2,F&P Georgia Manufacturing,53,F&P Georgia Manufacturing,match,exact
direct_context,qwen3.6:35b-a3b,2,Hitachi Astemo Americas Inc,76,Hitachi Astemo Americas Inc.,match,exact
direct_context,qwen3.6:35b-a3b,2,Hollingsworth & Vose Co,77,Hollingsworth & Vose Co.,match,exact
direct_context,qwen3.6:35b-a3b,2,Honda Development & Manufacturing,78,Honda Development & Manufacturing,match,exact
direct_context,qwen3.6:35b-a3b,2,Hyundai Motor Group,83,Hyundai Motor Group,match,exact
direct_context,qwen3.6:35b-a3b,2,IMMI,86,IMMI,match,exact
direct_context,qwen3.6:35b-a3b,3,Freudenberg-NOK,60,Freudenberg-NOK,match,exact
direct_context,qwen3.6:35b-a3b,3,Hyundai Transys Georgia Powertrain,84,Hyundai Transys Georgia Powertrain,match,exact
direct_context,qwen3.6:35b-a3b,3,Novelis Inc,129,Novelis Inc.,match,exact
direct_context,qwen3.6:35b-a3b,3,Peerless-Winsmith Inc,139,Peerless-Winsmith Inc.,match,exact
direct_context,qwen3.6:35b-a3b,4,GSC Steel Stamping LLC,69,GSC Steel Stamping LLC,match,exact
direct_context,qwen3.6:35b-a3b,4,Morgan Corp,119,Morgan Corp.,match,exact
direct_context,qwen3.6:35b-a3b,5,Kia Georgia Inc,95,Kia Georgia Inc.,match,exact
direct_context,qwen3.6:35b-a3b,5,Minebea AccessSolutions USA Inc,116,Minebea AccessSolutions USA Inc.,match,exact
direct_context,qwen3.6:35b-a3b,5,Superior Essex Inc,171,Superior Essex Inc.,match,exact
direct_context,qwen3.6:35b-a3b,5,Suzuki Manufacturing of America Corp,172,Suzuki Manufacturing of America Corp.,match,exact
direct_context,qwen3.6:35b-a3b,5,TCI Powder Coatings,173,TCI Powder Coatings,match,exact
direct_context,qwen3.6:35b-a3b,5,TDK Components USA Inc,174,TDK Components USA Inc.,match,exact
direct_context,qwen3.6:35b-a3b,5,TE Connectivity,175,TE Connectivity,match,exact
direct_context,qwen3.6:35b-a3b,5,Teklas USA,176,Teklas USA,match,exact
direct_context,qwen3.6:35b-a3b,5,Textron Specialized Vehicles,177,Textron Specialized Vehicles,match,exact
direct_context,qwen3.6:35b-a3b,5,Thermal Ceramics Inc,178,Thermal Ceramics Inc.,match,exact
direct_context,qwen3.6:35b-a3b,5,Thomson Plastics Inc,179,Thomson Plastics Inc.,match,exact
direct_context,qwen3.6:35b-a3b,6,Novelis Inc,64,Novelis Inc.,match,exact
direct_context,qwen3.6:35b-a3b,6,Novelis Inc,128,Novelis Inc.,match,exact
direct_context,qwen3.6:35b-a3b,6,Novelis Inc,129,Novelis Inc.,match,exact
direct_context,qwen3.6:35b-a3b,7,Arising Industries Inc,5,Arising Industries Inc.,match,exact
direct_context,qwen3.6:35b-a3b,7,FOX Factory,9,FOX Factory,match,exact
direct_context,qwen3.6:35b-a3b,7,Big Tex Trailer Manufacturing Inc,29,Big Tex Trailer Manufacturing Inc.,match,exact
direct_context,qwen3.6:35b-a3b,7,MAT Heavy Duty,37,MAT Heavy Duty,match,exact
direct_context,qwen3.6:35b-a3b,7,Michelin Tread Technologies,43,Michelin Tread Technologies,match,exact
direct_context,qwen3.6:35b-a3b,7,"Daesol Material Georgia, LLC",81,"Daesol Material Georgia, LLC",match,exact
direct_context,qwen3.6:35b-a3b,7,IMS Gear Georgia Inc,87,IMS Gear Georgia Inc.,match,exact
direct_context,qwen3.6:35b-a3b,7,Lehigh Technologies Inc,101,Lehigh Technologies Inc.,match,exact
direct_context,qwen3.6:35b-a3b,7,DeKalb Tool & Die Inc,114,DeKalb Tool & Die Inc.,match,exact
direct_context,qwen3.6:35b-a3b,7,Pak-Lite Inc,135,Pak-Lite Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,JTEKT North America Corp,1,JTEKT North America Corp.,match,exact
direct_context,qwen3.6:35b-a3b,8,Kautex Inc,2,Kautex Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Lark United Manufacturing Inc,8,Lark United Manufacturing Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Lund International Inc,24,Lund International Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Mack Trucks,27,Mack Trucks,match,exact
direct_context,qwen3.6:35b-a3b,8,Mando America Corp,28,Mando America Corp.,match,exact
direct_context,qwen3.6:35b-a3b,8,MAT Heavy Duty,37,MAT Heavy Duty,match,exact
direct_context,qwen3.6:35b-a3b,8,Mercedes-Benz USA LLC,40,Mercedes-Benz USA LLC,match,exact
direct_context,qwen3.6:35b-a3b,8,Michelin Tread Technologies,43,Michelin Tread Technologies,match,exact
direct_context,qwen3.6:35b-a3b,8,Milliken & Co./Valway Plant,45,Milliken & Co./Valway Plant,match,exact
direct_context,qwen3.6:35b-a3b,8,Mobis Alabama LLC,46,Mobis Alabama LLC,match,exact
direct_context,qwen3.6:35b-a3b,8,Murata Electronics North America Inc,57,Murata Electronics North America Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Neaton Rome Inc,62,Neaton Rome Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Novelis Inc,64,Novelis Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,NVH Korea,88,NVH Korea,match,exact
direct_context,qwen3.6:35b-a3b,8,Oneda Corp,90,Oneda Corp.,match,exact
direct_context,qwen3.6:35b-a3b,8,Jefferson Southern Corporation,91,Jefferson Southern Corporation,match,exact
direct_context,qwen3.6:35b-a3b,8,"Joon Georgia, Inc",92,"Joon Georgia, Inc.",match,exact
direct_context,qwen3.6:35b-a3b,8,KTX America Corporation,96,KTX America Corporation,match,exact
direct_context,qwen3.6:35b-a3b,8,Kumho Tire USA Inc,97,Kumho Tire USA Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Kyungshin America Corp,98,Kyungshin America Corp.,match,exact
direct_context,qwen3.6:35b-a3b,8,Lear Corporation,100,Lear Corporation,match,exact
direct_context,qwen3.6:35b-a3b,8,Lehigh Technologies Inc,101,Lehigh Technologies Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Linde + Wiemann,102,Linde + Wiemann,match,exact
direct_context,qwen3.6:35b-a3b,8,Lund International Inc./Ventshade Division,104,Lund International Inc./Ventshade Division,match,exact
direct_context,qwen3.6:35b-a3b,8,Lyle Industries Inc,105,Lyle Industries Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Lyle Industries Inc,106,Lyle Industries Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Magna International,108,Magna International,match,exact
direct_context,qwen3.6:35b-a3b,8,Perkins Small Engines LLC,109,Perkins Small Engines LLC,match,exact
direct_context,qwen3.6:35b-a3b,8,Master Craft Engineering Inc,110,Master Craft Engineering Inc.,match,exact
direct_context,qwen3.6:35b-a3b,8,Maxxis International USA,112,Maxxis International USA,match,exact
direct_context,qwen3.6:35b-a3b,8,Peterson Spring,113,Peterson Spring,match,exact
direct_context,qwen3.6:35b-a3b,8,PIOLAX Corp,115,PIOLAX Corp.,match,exact
